,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,MFCC_21,MFCC_22,MFCC_23,MFCC_24,MFCC_25,MFCC_26,MFCC_27,MFCC_28,MFCC_29,MFCC_30,MFCC_31,MFCC_32,MFCC_33,MFCC_34,MFCC_35,MFCC_36,MFCC_37,MFCC_38,MFCC_39,MFCC_40,MFCC_41,MFCC_42,MFCC_43,MFCC_44,MFCC_45,MFCC_46,MFCC_47,MFCC_48,MFCC_49,MFCC_50,Label
210,-204.2948,84.6345,-33.729725,24.98282,-22.374687,0.0070951553,-13.40701,-6.3668866,-11.807668,-8.758863,-6.580815,3.1971264,-11.150491,3.6257012,-14.049014,4.793801,-4.88877,0.28881508,-2.7960005,1.438473,2.0681584,3.5552738,0.28260988,-0.6922083,0.21058837,2.802287,2.331061,2.176056,1.9359651,1.7493422,4.513521,1.5362996,4.4665456,0.96862364,2.8345377,-0.99165654,-1.1677092,-0.4877766,1.5976458,-0.18949278,-1.3286098,0.38140166,1.6305168,-1.8246603,-0.7987357,-0.13542756,-0.97224134,-0.79853857,-1.4734251,-1.347238,ang
211,-164.8359,103.421425,-45.118446,33.937206,-27.556767,-3.174945,-21.022264,-7.098328,-4.4005265,-10.5092125,-5.531464,2.8310683,-11.746253,-1.2237977,-12.638364,-5.795364,-4.986041,-2.3026028,-2.2618768,-1.8586491,-3.485253,-1.136971,-0.75705075,-1.5061598,0.5451183,1.4677727,1.0286616,3.8746662,5.0294003,7.2140613,6.2099304,2.284884,3.123158,2.326208,4.561533,1.659098,1.5653509,-2.2197158,0.2622271,-0.9619424,-2.7989755,-3.7390115,-1.731394,1.408682,0.108082995,-2.381832,-1.3104662,-0.47121626,-0.5000722,-1.935592,ang
212,-249.33893,118.37306,-29.410814,26.060452,-9.214392,8.8668585,-23.2509,-1.7424829,-7.1066017,-8.42972,-6.0021577,1.9743872,-8.35252,3.7111464,-12.13316,-2.7745972,-9.446747,-6.412261,-2.211454,-2.43223,-3.4285488,-0.8500877,0.24517545,-0.5121053,3.990344,4.2463136,2.5556302,2.7885673,-1.9002616,-1.9560918,1.6706748,0.572873,3.4044142,1.9203669,2.2413325,1.7985537,-0.037967317,-0.9598356,-0.6792488,0.9646157,1.2893326,-1.9424384,-1.0490777,0.31945053,2.408884,3.055517,1.8824004,1.2705315,2.2835422,2.2574942,ang
213,-249.09875,100.60579,-26.200342,21.46401,-18.04749,6.3581233,-21.720068,-7.1308336,-9.961944,-2.0283513,-4.4727263,5.808816,0.6995479,1.4752945,-8.4073715,1.9387746,-9.478883,-7.205605,-1.234835,2.2845905,-3.812955,-0.6077721,1.1953608,1.4301509,5.5395765,3.814145,1.3454462,-0.21361597,0.36668038,1.2713838,2.2808404,-0.65592843,1.7008148,0.5424783,0.87660503,-1.5566959,-1.7017039,-1.5888174,2.6076593,3.1137753,1.9366491,1.1490729,1.3277833,-0.36095738,0.7693783,2.080144,2.8429065,-0.24261709,-0.97650146,-0.8075689,ang
214,-263.76508,122.741684,-34.301456,18.593115,-12.478138,7.879733,-11.7333,-1.9868271,-1.9298114,-0.30736655,1.0058767,2.7617154,-1.9688439,-0.85923344,-11.8393955,-4.447469,-10.854184,-9.472331,-2.9388814,2.5470512,-0.23860675,5.2397184,4.218144,1.7675511,-0.8841628,-1.1183366,3.1116312,3.0734534,0.9928687,-1.5856816,2.985728,1.1816971,3.2477217,-0.015904427,-1.8768677,-0.82239544,-1.4407244,-4.514899,-4.242721,-1.1318771,-1.2967591,-3.0637984,-2.4987898,-1.4653552,-0.9583458,-1.6815187,-1.3528086,-0.7493917,0.42160848,-3.2460754,ang
215,-352.7924,120.25782,-18.251421,22.174803,-9.59473,11.92669,-5.9262714,-5.512271,-4.747203,0.45123702,0.4899729,-1.7263588,2.960205,7.7747436,-4.952465,-3.9387171,-1.7665114,-6.382965,0.8953053,-2.1829975,-5.8288527,0.17572464,-3.6483102,-2.8088298,1.0626472,4.022778,5.408359,4.9628644,4.529847,2.0390651,0.8421146,2.3714554,1.472622,0.41754055,4.4527264,1.4355327,0.04921269,-0.800819,1.6152047,2.3583477,-0.7004753,-1.9327431,0.15988675,-0.09296076,-0.41556188,2.219736,1.620623,-1.5669143,-1.9173026,-1.8044423,ang
216,-210.34929,99.583305,-34.416656,6.6635475,-26.988035,11.896724,-7.7893653,-7.349089,-9.670995,1.0176456,-2.4364173,2.5692117,-2.4250405,2.0815005,-11.870145,1.6617069,-5.385998,-0.73340684,-2.2083342,-1.0133014,-0.7157666,2.257623,-1.0865964,-0.14782704,2.4779108,0.92039675,2.7100823,0.323461,0.50883204,1.6569282,4.7629,2.207141,1.6625408,-0.80361986,1.993987,-1.0265031,-2.006999,-5.109151,0.021642271,-1.4314162,-1.3213795,0.9047837,1.1485611,2.10996,2.3904018,2.0136216,1.2148017,-0.6607257,0.10645904,0.7470689,ang
217,-302.33536,93.36846,-25.432388,39.66663,-16.638304,10.112992,-23.490211,11.072692,-12.328362,6.8685775,-7.161999,2.8105705,-4.028219,0.89772296,-9.410883,2.8528254,-2.4860435,-0.62145495,1.4014124,-2.1416986,-0.4187697,-4.249618,-2.7690349,-0.3172672,2.4469123,3.9626575,7.6351233,5.827294,3.7486265,-0.36855382,4.0843196,1.1857595,0.6965487,-0.6104257,-2.029372,-0.50096864,1.6382253,0.44651347,-0.55433786,0.55915713,0.881667,-0.33037147,0.5236361,0.3533257,0.42801455,0.63629663,-3.4208682,-2.5675561,-1.2202843,-0.8938152,ang
219,-391.24622,138.96028,-17.908504,33.64639,-13.097448,17.01924,-19.97333,11.065538,-5.011829,11.924219,-1.5682276,-1.4176276,-1.3162227,-1.6061525,-6.2422647,0.5583115,0.31165558,-2.9797778,1.633881,-4.108273,-1.6028455,-2.355016,0.12586947,-1.0276426,-0.4796634,0.066414125,1.4175686,2.3646102,5.6494265,2.0729332,3.1377032,3.2241416,1.0024956,-0.0057832734,1.426964,3.8703864,2.1262805,-1.5490314,1.1797973,2.9593036,-2.0154483,-0.043682158,0.8884607,-2.432391,-0.7905584,0.15689002,-1.2788063,-1.6115401,0.17623828,-1.8669544,ang
220,-320.976,138.18529,-25.286005,38.93022,-8.975671,4.974167,-25.740217,2.9527552,-6.198604,4.031079,-6.211915,-1.0590717,-2.6300302,-2.7470329,-4.022771,2.2686656,-1.0061758,-1.1427042,-0.20368269,-2.4049542,-5.7613707,-2.4890835,-2.163913,-4.13116,0.7952657,-1.6115861,1.4406399,1.5020506,3.5978467,1.2114009,2.021081,-0.3334306,-2.720377,-0.009405963,0.0970784,2.2675054,1.8643068,-1.2528298,0.967594,1.4624225,2.0058906,2.3173723,2.699605,1.9941429,3.2617333,2.5292203,1.0599588,0.15588273,0.8794087,-0.8334247,ang
221,-332.049,143.23428,-23.255127,21.779797,-19.393604,10.431014,-22.676025,0.9871404,0.19912584,6.3487854,-4.9370165,-0.06986684,-6.175715,0.759617,-7.3633785,-0.6701242,-1.2833788,-1.6051478,-0.8965054,-2.4633725,-0.8915957,0.24121025,0.17004943,-2.3310556,2.9402578,0.7801322,4.555119,3.090158,2.4486463,3.6155615,0.8695723,-0.7172711,1.0464938,1.6387392,2.1921194,2.1398482,0.17410935,-2.0197062,-0.33933255,1.2950327,-0.48826152,-0.39621317,1.4984087,0.82961845,0.842351,0.031010687,-0.83818287,-0.76981854,0.15394405,-1.0318048,ang
260,-467.68762,143.90617,-5.2200403,37.615417,-11.085729,17.568373,-10.751239,14.681399,-5.8827276,7.4010024,-4.323455,5.5504084,-0.0926924,3.8521078,-6.3937798,-2.8460004,1.4636688,-3.0064576,0.38780132,2.4831553,7.2087016,-2.6923275,3.346961,-0.52218854,3.0740576,1.8441572,2.144236,2.5102706,2.0167253,-0.23175302,-0.92585737,-1.0955359,-1.0762273,-1.5979959,2.4694073,4.8764877,-1.3999891,-3.3198864,0.27698573,3.5930285,-0.13151175,0.44094726,2.566889,-0.98895705,-0.56214786,2.4477608,-0.15224436,-1.7649068,-0.35441247,-3.703322,sad
263,-422.33307,134.04947,-12.23359,39.53355,-12.449007,12.986599,-19.26073,16.522993,-4.667908,11.999014,-5.1013107,4.567499,-0.66098344,4.375723,-5.002064,2.0155156,-0.11548238,-4.159864,1.2812009,-0.25928143,1.8003116,-1.6295469,-0.037986133,-1.130889,3.7100816,-0.5306097,1.8120785,0.8568334,0.48634836,-0.8977977,-0.77718586,0.23070702,0.6633239,1.3878901,5.4412975,7.9228377,2.6427119,1.0509475,3.653985,4.669912,0.77714443,-0.6042104,1.4691279,-0.10279078,-0.041042637,0.15800303,-0.12291429,-1.1211762,-0.5603427,-1.0921624,sad
264,-404.3021,127.73779,-5.7457533,40.97854,-8.692555,7.6974354,-17.7784,12.238135,-6.812466,6.5000954,-3.3767602,3.4363925,-1.2673962,3.294045,-5.1414037,1.5461648,0.4316874,-5.724155,2.2120097,-0.9142402,0.18192527,-2.1230533,-0.17645523,-0.29201922,3.3706002,-0.101165004,2.2319944,0.94821626,1.3226886,0.14137705,0.80879563,0.5954134,-0.49280477,-1.0269938,1.9451787,3.052482,0.19298057,-0.49986142,3.6435077,5.8714886,3.0208983,2.770853,3.0294964,2.0286744,0.027064225,0.76690465,0.41807243,-0.48795572,-1.1986548,-2.3234582,sad
265,-408.2965,130.22667,-12.994648,38.534035,-7.050306,8.843383,-19.261454,13.95558,-6.75719,7.4230022,-3.9676647,4.854277,-1.1451617,3.6002214,-5.2746477,0.10780335,0.58755875,-5.2968597,2.0629885,-1.203075,-0.1569047,-2.1937475,0.71356124,-0.9434418,3.058411,0.2092343,2.1144345,0.79303086,1.5952832,0.56654763,0.30113938,-0.6153357,-0.7459106,-0.3060773,2.3249984,2.7819743,-0.19492857,-0.7270238,2.427959,5.1087728,3.172392,3.6372461,4.0971437,2.193186,0.41577762,0.9852256,-0.16115853,-0.88404304,-1.0493094,-1.8027772,sad
266,-415.5717,133.7462,-12.932244,44.788223,-12.712364,11.389033,-17.103294,15.62506,-6.9724,10.541123,-4.635085,2.4863617,-1.3989509,2.7076523,-4.468823,0.7568726,-0.04788011,-3.9616735,2.2097912,-3.1114666,1.027048,-2.308742,-1.5823345,0.094196394,2.9352012,-0.33305714,2.1510034,0.5645811,0.509759,0.38389075,0.30902785,0.35230452,0.015113117,-1.1630095,2.6698258,2.888245,0.10184502,-1.3982618,0.17568861,3.52862,1.2154086,2.3841934,3.5786912,1.8233544,1.4742589,2.0202346,1.6349505,-0.92778593,-1.0458821,-2.016783,sad
268,-449.70996,137.30714,-7.594278,47.634254,-14.887116,17.882135,-15.670624,18.828558,-11.507726,8.4885645,-6.0369644,7.581006,-0.7237099,6.2648606,-8.328592,2.7597127,0.73389804,-3.8296175,2.3667471,1.5453658,1.3288362,-1.1449505,0.7357826,0.61767286,4.4332166,2.0131621,-0.1356596,2.361102,1.1515938,-0.46554825,0.4194958,-0.20165607,-0.52416223,-4.138593,2.1848774,1.8090804,-1.9234915,-4.3571057,0.8789576,2.7810452,1.4394953,0.03560853,3.7346992,0.41457155,0.3712008,1.091879,2.0547605,-0.47728935,0.57570523,-1.7027813,sad
269,-413.67804,136.2907,-14.817203,44.10685,-12.468442,9.920999,-15.829043,13.991623,-5.8339024,7.0662494,-3.6369107,2.0522451,0.1075915,2.5011268,-5.703033,1.1664029,0.49015504,-4.8951044,1.3201903,-0.5404264,0.21391484,-2.6079535,0.057858434,-1.189247,3.7346785,-0.24282978,0.58259463,1.1593765,0.30292714,0.74825406,0.4773619,0.67683476,-1.5589983,-1.5027065,1.4105234,2.2520268,-1.4116035,-2.364112,0.9154587,3.6199648,2.1310954,2.0029788,4.5572705,2.8011622,1.2504195,1.5672979,1.7795724,0.25532356,0.47678795,-1.7578729,sad
270,-359.48505,119.818855,-11.900183,33.868496,-12.3298025,5.3758817,-21.419607,10.380496,-2.61328,3.7176847,-2.6405382,0.049211822,0.7609352,-0.63546133,-5.876815,2.2353134,-1.6135968,-4.04023,0.57662195,-3.0995812,0.37051207,-0.48953187,-1.4662178,-0.7663324,2.5714724,-0.14272629,3.5855386,2.279027,1.964305,3.4093308,2.9802237,2.181288,0.99941474,1.3050114,2.5683043,2.7644837,1.081506,-0.5579019,0.8614786,1.9731215,0.3918117,0.72339654,1.3784422,0.7254609,0.07746996,0.1587432,0.64148414,-0.8802598,-1.1763638,-2.1289272,sad
271,-457.07535,139.67615,-11.761487,40.5198,-13.194202,24.422598,-14.611842,20.150732,-7.657831,14.501004,-8.614868,7.318764,-3.5339258,5.345156,-6.739409,1.9426075,-3.514909,-2.423926,-1.2635249,0.7156165,2.192379,-1.2240529,0.58637506,-0.64750457,5.0965786,-0.085632004,1.8423277,3.4773757,1.0821565,0.07426691,0.7054816,0.7195023,-0.19987293,-3.38502,1.9192826,1.6610403,-1.3373884,-4.5736165,1.2337424,4.09882,1.9490632,-0.26428154,3.3339627,-1.7205833,-0.04843964,0.9000778,1.2504781,-2.2127054,-0.29126295,-0.4677409,sad
272,-423.07733,124.367226,-5.737421,40.070164,-10.518864,16.934036,-17.739578,15.746097,-9.9615135,11.872791,-5.055031,6.00081,-4.205427,4.8029895,-7.182448,1.387013,-3.1766727,-3.4852927,-0.50304574,0.8530725,0.056171734,-0.73198503,-0.17534086,-0.85120845,3.8833246,1.5825555,4.2355304,4.4061193,3.4991302,-0.049520984,1.279021,-1.5063221,0.6909522,-1.1319741,2.7431316,3.0761988,3.5891888,-1.5489901,1.7423666,2.6631265,1.5408498,0.06872663,1.8690563,0.18435653,-0.48729655,-0.014822437,0.11924564,-0.07665268,-0.9844661,-1.8912958,sad
273,-461.08286,140.46428,-10.00572,34.99141,-16.329506,22.69855,-14.797664,16.086102,-11.337153,16.502577,-4.2688065,7.942058,-3.1224804,10.153125,-5.1762443,3.635517,-1.8813764,-1.8285878,0.8455399,3.0972314,2.2475338,-0.06523724,1.5619661,-1.7294804,3.18652,1.6655712,0.67639345,3.250535,3.0028932,-0.036316816,0.5226265,0.2544169,0.93880415,-2.2348807,3.2565894,2.2052524,0.625417,-3.8606977,0.61566925,1.8131157,0.32974938,-0.015377352,3.6675825,-1.766682,-0.3160119,0.9249317,0.63269633,-2.2572658,-0.15991858,-1.6656073,sad
278,-410.43048,129.16505,-6.617314,37.052467,-9.444066,8.740771,-12.734006,8.940658,-4.855332,0.00509819,0.9489834,1.4352584,2.0414698,2.2102327,-3.352603,-1.2351571,1.0782135,-5.468523,1.1936971,-1.1393135,-0.9388711,-1.5617379,-1.0026574,-1.9947958,2.0727575,0.6638694,1.9357469,2.0780363,0.9507878,1.4405181,1.1585624,2.1845117,1.428205,2.8427136,5.9162745,8.127423,1.7310395,-0.38250363,2.0097914,3.7999055,1.6839775,0.6085007,1.5103463,-1.4094596,-0.85013455,0.73178285,-0.1727534,-1.4483876,-0.7340259,-2.1550748,sad
279,-409.6904,129.12553,-9.451631,37.009018,-9.673266,11.026362,-16.521545,11.488757,-5.125631,5.8487935,-2.6673295,3.7853339,1.2554204,2.402306,-3.9249566,-1.1781514,1.9444333,-4.916347,1.6300225,-0.24647698,-0.013841486,-1.1120209,-0.10574368,-0.87413394,3.1226428,1.362533,2.7346146,1.8447967,2.2803667,2.3350675,2.2385888,1.9808942,0.70529026,0.87598807,4.0638776,4.9862266,-0.2573148,-2.5268664,-0.19754517,2.6067774,-0.020809313,-0.05191722,1.0976202,-1.1558387,-1.2525876,0.28228158,-0.07634366,-1.074488,-0.8177372,-2.3904421,sad
280,-400.9828,125.284256,-12.610476,44.60425,-10.799816,15.066493,-18.212545,12.587522,-10.170013,7.783799,-5.9417386,6.1962223,-4.376241,5.4595466,-3.0500267,-0.05377861,1.0253962,-3.4996212,-0.6763095,1.1805946,-1.1222875,-1.8238717,-0.38043767,-2.2186131,2.2069108,-1.3342313,1.5542762,0.5354566,-0.48077497,-0.27449057,3.3642597,3.8755517,3.8929007,2.9418263,5.8615904,4.4419293,1.8551444,-2.1942708,-1.404579,0.6924587,-1.2201928,-0.65812135,-0.058488995,-1.5114821,-0.6370007,0.80219257,0.1669116,-0.15240486,-0.2157387,-2.1127837,sad
281,-469.01276,140.01582,-3.6429002,38.38726,-8.387209,22.114529,-11.730705,11.987971,-7.07348,7.8353753,-2.6161265,8.916631,1.5874151,4.689058,-4.20889,1.101126,0.51650083,-4.3040814,1.9185284,2.186389,3.3831317,-3.5028055,2.0033572,-0.5108897,5.421999,0.39013785,2.3645175,3.8932843,0.24044399,-2.240386,-0.7691199,0.8099839,-0.0100362385,-2.037998,2.4094965,4.674123,-0.90738714,-3.6874804,-0.7961021,4.413603,0.9519647,-0.5376901,2.681033,-0.03509592,-1.2017437,0.17487195,0.47992644,-1.0856425,-0.6496283,-1.6396201,sad
282,-439.84665,137.04036,-3.7274203,41.88509,-9.995439,20.276838,-13.777727,14.4306965,-6.2772894,8.69949,-1.0653666,6.846988,0.05397627,4.8226624,-3.3468597,0.7409579,1.2248298,-3.9044979,2.5131044,1.8362056,2.2649899,-2.3149536,0.9463531,-1.9785775,4.719687,-0.4318378,3.654835,2.649336,2.1373484,0.6705384,1.7103502,1.1578658,0.58190674,0.75294876,3.8600187,6.3368335,1.2491778,0.16058777,1.0338788,4.6275134,0.78687817,0.91969144,2.3176832,0.9045207,-0.8393246,0.2618456,0.87525856,0.00026260372,-0.35248032,-2.0905728,sad
283,-375.98178,122.4768,-12.964091,44.987255,-9.370239,8.404757,-21.096636,8.368927,-8.703381,4.688316,-4.6328974,4.396377,-1.301649,3.896779,-4.3929214,1.773941,0.054384615,-5.424996,1.5391706,-1.7250882,-1.640113,-1.7411895,-1.5981205,-2.1921892,1.6657175,-1.5258996,1.7481573,1.4846681,2.983002,3.7202861,5.4564385,4.4200683,3.3332644,3.2053485,3.8468366,4.426089,2.0204391,-0.44069684,-0.22353956,0.64832234,-0.4457467,-0.52841693,0.017822858,-0.5595833,-0.41104648,0.07769361,-0.39896166,-1.1267627,-1.6043282,-2.623138,sad
284,-391.20834,120.85076,-10.331277,37.951546,-13.496016,16.614927,-19.555536,13.879662,-8.340001,8.123676,-7.593271,6.9664207,-4.2534223,2.4191422,-5.614832,1.296485,0.27512494,-3.5544844,1.4038484,-1.2882993,0.85933053,-1.3385239,-0.88981926,0.5958284,2.0373254,0.2993696,4.8933234,2.4871635,2.8399453,0.40322268,1.5507603,1.1228603,0.81182224,0.46904692,2.7061455,3.1739168,0.9159983,-0.882974,0.70679814,1.6399815,-0.07159098,0.8336732,-0.260665,-0.46600547,-0.3390912,0.18445417,0.96877015,-0.6483701,-1.4170268,-2.0271125,sad
286,-350.3308,116.85543,-12.877808,41.675426,-5.783395,4.6107535,-18.332994,5.876386,-6.009141,0.9375982,-2.9037602,2.771395,-2.5879223,2.5893843,-4.517439,-1.7830143,0.559042,-4.4379554,0.39533442,-1.1558526,-1.9624113,-1.5006676,-1.1952107,-2.054409,0.9708555,-0.61210626,0.7162277,0.87742317,0.22006005,0.4513639,1.204517,0.63214046,-0.08003541,1.3124866,3.6309574,4.6470428,2.6230927,0.88508713,1.8524396,2.978839,2.4949615,1.9795356,2.2166026,0.29540718,1.2804031,1.6411465,1.2472551,-0.061986495,-0.74041647,-1.8547301,sad
287,-425.61176,126.32619,-12.754885,43.828556,-20.33169,25.679909,-14.17977,18.396763,-5.5780144,15.116713,-0.6566971,7.509229,-5.5090423,6.905027,-4.288235,2.9137123,-2.613284,4.3701873,1.0844796,0.111067645,0.42213535,-5.6059594,2.404886,0.40384215,2.7546847,-0.07048949,2.6780884,1.4009295,3.0381596,-1.0538933,-2.5300333,-0.2882832,2.6053953,-2.6772892,1.5734255,2.7932882,1.3828999,-3.0210075,-0.35270762,1.9550246,-0.34656146,2.1084607,2.2572074,-1.4498535,1.313955,1.8520111,0.39099583,-1.0971723,1.1859936,0.41122755,sad
290,-401.06488,139.23012,-7.847358,36.22801,-15.846592,23.588692,-13.610754,10.802904,-4.787294,8.848271,1.6904418,6.5090437,-5.113087,5.2745786,-1.6106493,-0.9105486,-4.5460663,-0.9771899,-1.2966301,-1.5321631,-0.20408036,-5.8890357,2.1597342,-2.3144898,1.962346,-0.82470095,2.4247706,1.0367734,2.8692117,-0.39437538,-2.9728248,1.6860555,1.629954,-1.8704741,0.37037453,1.2613559,0.42496386,-2.6130846,-1.5793909,1.7785611,-1.9254706,1.316874,0.25714132,-2.9393826,-0.16438498,0.18661113,0.39308152,-3.0338345,-1.1517999,-0.10886893,sad
294,-443.76587,129.73978,-8.356083,37.200787,-13.703529,24.525717,-11.480245,11.93279,-0.96955115,11.254386,2.1417208,3.7914016,-2.0984378,5.451975,0.42801932,-0.88580406,-3.5583193,2.3923993,3.3719223,-2.9749575,2.1825695,-4.11751,2.3337002,-2.2718484,3.2993968,0.57132775,1.8440312,3.0647974,2.3854382,-2.3032603,-4.221804,3.7783911,1.2520671,-3.0808465,2.2769284,3.0033748,0.26388526,-1.2159783,0.4943199,4.106338,-0.2885024,2.5432124,-0.2001856,-3.1936896,1.566526,2.2591116,2.1794431,-2.2948701,-0.09966444,0.8916276,sad
305,-147.23715,78.53692,-42.021103,24.634407,-15.212769,-6.51209,-20.994347,5.975319,-3.5231056,-5.0400577,-13.586513,-4.064428,-8.520835,-2.179954,-7.5680685,5.404915,-1.2810918,-3.8557355,2.1575966,-2.1671095,1.4218011,0.03733345,0.119702585,1.9866331,4.103119,2.0642018,1.3073978,2.1608648,5.3493977,1.4840469,3.026273,0.30467752,1.4535766,1.3921369,2.5717375,0.33692592,0.5306691,0.6897297,0.5549155,0.22592188,-0.0046363613,1.0913222,0.681136,1.5204753,-1.1227889,-1.4392406,0.6585888,0.020967016,-1.3415891,-0.96882737,exc
307,-240.90947,111.58874,-38.15051,35.028698,-17.969418,-9.203168,-20.655012,1.6990095,-3.669866,-6.441593,-4.25338,-1.9951874,-0.8239395,0.1176638,-5.0697403,3.3248994,-3.6014729,-3.9602861,-1.20932,-3.0899675,-1.6763184,-1.6424894,-2.562261,-0.8499034,1.1004243,-1.7110292,1.5851685,1.2446303,3.4949753,3.1423619,1.7574263,2.3851583,1.5375216,1.9092882,2.7344928,2.0511992,1.699034,1.3088156,0.58761126,-0.12652151,-0.57305664,1.1329422,2.341189,1.1864614,1.0966094,-1.1320255,-0.31946668,-0.8540795,-1.3211864,-0.8772576,exc
308,-172.60397,88.39163,-46.355457,18.244518,-21.971846,-9.483666,-26.299591,3.1123385,-2.7984033,0.9550856,-7.2758746,-1.3495446,-3.6117415,0.61268544,-4.7329125,10.105999,3.228312,-2.9123144,1.4495882,-3.1346955,-1.4530697,-3.9424956,-3.2860322,-5.9370275,-3.2875037,-0.22916013,3.877924,7.033574,11.259624,8.283805,9.112433,6.814931,6.2213454,3.9035568,2.3593626,1.7414055,-1.8562547,0.8884313,-2.0244055,-3.8824136,-2.694094,-1.9224623,1.2136562,-0.59055364,-1.7171165,-2.696816,-0.109148584,0.5908006,-0.5062896,-1.4433513,exc
309,-293.85742,121.779144,-21.24783,34.158367,-15.82833,7.3440766,-25.839447,7.0180883,-12.2378235,4.149734,-16.312145,1.246308,-5.1111417,0.24379899,-6.1710877,3.1006784,-4.970955,-5.2977295,-2.6257417,-5.2521706,-1.7554007,1.8754846,0.9813797,1.2877951,1.5259796,-4.5208025,1.1102308,1.3566107,5.5642543,5.3307195,5.2501793,3.1536412,1.2186893,0.703502,-0.7595075,2.2707431,3.8217769,0.62574714,-0.10226751,-1.6788509,-1.6879157,-0.64924806,0.11034391,-0.30283487,2.043438,-0.65274894,-0.7668669,-2.3173046,-1.216806,-0.83591026,exc
310,-114.49294,91.12795,-56.852158,20.901243,-21.78813,-6.028341,-23.456285,-3.6879652,-10.5173025,0.4287842,-15.928544,-4.223734,-8.284193,3.7098813,-3.3356526,2.8786645,1.4292492,-5.703302,-2.8201945,-1.0487808,-3.0870347,-0.27009234,-0.36715093,-0.3081861,3.3253453,4.2752028,6.8992734,4.8460026,5.984572,6.05169,7.846096,4.2522697,1.9779061,3.0717402,0.05055399,-0.70154077,0.70942533,2.3234513,0.76393586,-0.6733062,0.49589452,-3.5903804,-2.33495,-2.0747874,-1.5915912,-1.9711431,0.16998151,-0.13539588,-0.7586109,0.28574097,exc
314,-326.19656,95.77189,-28.546797,39.89011,-8.962577,11.468858,-22.592596,14.630436,-0.93516433,6.270527,-9.657674,4.729883,-4.1548696,0.38712087,-4.77855,0.8169124,-0.118780136,-4.6598673,3.4171834,-2.2521427,-1.9114137,-2.0489573,-1.8873457,-2.3538046,0.11476726,-0.5673716,3.486609,1.2277036,2.520788,2.8829246,2.3196871,1.8466426,1.4945425,2.7794821,5.469892,5.116862,2.9886785,1.7945322,1.0825992,-0.9619025,0.12174773,0.95170236,0.8474242,0.5403783,1.3831508,0.1469791,-0.3790917,-2.145146,-1.1840981,-1.2941108,exc
315,-280.74982,87.10312,-17.657219,27.32604,-4.520469,5.990438,-16.039232,-1.7537129,-6.2424474,1.4401418,-9.068439,2.1829324,-0.85090876,0.41961852,-3.8881323,1.0180954,0.6096473,-1.7718992,3.6502616,-3.694358,-2.0897002,-0.25917855,-5.7532806,-1.5931213,1.9514375,-0.0035862161,-0.13528933,0.5581474,2.1559951,1.1096177,2.8276687,1.4328058,2.2508914,3.422397,2.8801634,0.6472149,-0.76586926,0.09087922,2.4466846,-0.2895279,-1.0374601,0.95435417,2.297802,2.2320473,1.9486833,0.606827,-0.5947674,0.7398236,-0.81229436,-2.2340398,exc
317,-244.50764,99.78401,-23.069912,31.511576,-11.824608,-4.0596843,-23.408333,-7.2477026,-2.4863124,-2.4440892,-2.446637,-2.4333549,-5.6511517,-2.039339,-8.490608,3.229737,-4.7666883,-4.1109385,2.51121,-5.291532,-2.3938684,-2.2790198,-2.444255,0.27576637,2.8628736,3.785775,5.44029,7.4044933,4.1381836,2.0651433,0.18826418,-1.0602356,-0.704444,1.161234,2.122808,1.2137139,0.7992569,-0.62684566,0.9802553,1.3490429,0.0693227,0.6830595,1.0635551,-0.033957604,1.0040478,-0.4759615,-0.13003407,-0.8435228,-1.203703,-0.21207586,exc
318,-268.7149,108.01296,-30.911816,32.916462,-14.770153,0.4968299,-24.181837,-1.1278659,-3.773333,1.2584019,-7.464041,2.4907186,-9.83301,0.37358147,-6.865371,1.6513788,0.89057493,-3.0541198,-0.12779577,-2.9206555,-1.2542989,-0.9698936,1.4965003,-1.1508443,0.8441604,-0.4871374,1.6293384,2.0706174,2.728398,1.9249011,4.6958194,2.9702592,1.796222,2.905087,2.043074,0.28660616,-1.1149181,-1.9251881,-0.68605536,-1.7084191,-0.7190436,0.4715818,0.14460406,-0.49820757,-0.016825093,-1.1934423,-0.32727492,1.7628095,0.5090846,1.3087736,exc
321,-298.6813,112.93161,-22.534752,38.906536,-4.9462495,-8.415122,-23.422434,3.1153667,-5.005213,-0.63371813,-2.9210045,-2.4956224,-3.0880127,2.018574,-6.8602505,1.5385585,-4.2677803,-7.0055637,-0.53846633,-4.4818497,-1.0498097,-1.1269313,-0.79973865,-1.1818829,1.988256,1.0443609,3.3156097,2.363012,3.0414197,1.9940228,2.9033198,2.453632,1.5806258,3.3183706,3.9695039,4.397148,2.8108625,1.0412141,1.7201014,1.8816963,0.42672977,0.95705885,1.3492357,0.10033727,-1.5114313,-1.969097,-0.61143625,0.22301844,-0.21797463,-0.47268376,exc
