,PCP1,PCP2,PCP3,PCP4,PCP5,PCP6,PCP7,PCP8,PCP9,PCP10,PCP11,PCP12,Label
818,0.39317992,0.37711444,0.44821838,0.5595011,0.5865267,0.57900053,0.4884033,0.4576413,0.49415424,0.5683565,0.54457694,0.4641135,ang
819,0.2368198,0.24650656,0.2998699,0.36299586,0.3603445,0.37280592,0.35822266,0.38892335,0.3844465,0.3395042,0.2854854,0.25086394,ang
827,0.5450328,0.6535958,0.6527573,0.6281541,0.51112944,0.52931076,0.50398314,0.4564193,0.48852018,0.5093972,0.4415814,0.42473012,ang
834,0.46132594,0.3831855,0.36530823,0.43688235,0.44767785,0.43306133,0.4778046,0.4548197,0.4315199,0.42926472,0.46878114,0.44370773,ang
840,0.3876447,0.3795122,0.4056577,0.4217439,0.41322884,0.46943587,0.47775042,0.36820278,0.355195,0.3704463,0.3587638,0.34083536,ang
841,0.40551892,0.37921786,0.4527879,0.47566587,0.4683556,0.4968729,0.4787371,0.4850649,0.52337193,0.44064206,0.31140223,0.32567176,ang
842,0.35773668,0.35585606,0.3894253,0.37211353,0.338029,0.3196888,0.35540712,0.38128865,0.36639148,0.31371117,0.3220574,0.3578997,ang
843,0.38710994,0.3801188,0.40423617,0.33983898,0.36017764,0.40899444,0.31744197,0.28546822,0.31858307,0.38145167,0.44963738,0.43795168,ang
844,0.2602755,0.2580333,0.32327583,0.384674,0.39185533,0.36021662,0.29659814,0.25280306,0.30331853,0.36728328,0.38052225,0.31297332,ang
845,0.45574144,0.46409336,0.42611054,0.42660433,0.38923487,0.36638212,0.35840926,0.2695062,0.2765012,0.3146757,0.31453174,0.39022782,ang
846,0.34838942,0.36094794,0.44967926,0.43157715,0.40471977,0.37604648,0.3516282,0.3126146,0.3296003,0.36563897,0.37058824,0.3591808,ang
847,0.3295557,0.3705002,0.41062623,0.435349,0.40014496,0.4128737,0.38169798,0.3959944,0.36050335,0.34007868,0.37242335,0.3695138,ang
849,0.44420835,0.466986,0.51478875,0.5087147,0.46588704,0.4777721,0.43180254,0.36552227,0.4307038,0.4180444,0.4262877,0.47731924,ang
850,0.49316213,0.5501726,0.5412801,0.5052827,0.4638566,0.48618144,0.521959,0.4827467,0.46377903,0.35354787,0.35358584,0.38585904,ang
852,0.56809604,0.6079926,0.5898156,0.614529,0.6071862,0.5627629,0.5363208,0.39393625,0.4525442,0.46302783,0.45916095,0.49213386,ang
853,0.45537886,0.53394645,0.56885266,0.60854304,0.5922905,0.5751337,0.53463036,0.4391258,0.37015203,0.3413464,0.33332366,0.3845265,ang
854,0.34221035,0.4116459,0.39348456,0.44950253,0.51926917,0.57391554,0.514632,0.37732825,0.32350135,0.33427835,0.39362088,0.32496524,ang
855,0.25495824,0.33733025,0.3254772,0.30720642,0.4194029,0.37260103,0.3570001,0.4215611,0.36256465,0.24926963,0.22227125,0.24342607,ang
856,0.3246375,0.25799373,0.25726846,0.26942474,0.27181008,0.2783219,0.2874728,0.32567722,0.37557387,0.28220192,0.2848552,0.3532365,ang
857,0.30510575,0.38214833,0.45502236,0.3613584,0.29047334,0.23773107,0.19679157,0.23497319,0.30785275,0.28440738,0.24978486,0.24717773,ang
858,0.47680882,0.51578844,0.5963809,0.5891456,0.6034646,0.5867514,0.51480156,0.45710084,0.48995417,0.40929723,0.38675863,0.43785685,ang
859,0.49119467,0.5947383,0.67890644,0.6631757,0.57982504,0.5546919,0.6030935,0.60230315,0.54014134,0.40378445,0.35843435,0.40838575,ang
860,0.24630353,0.28967664,0.34746537,0.3682033,0.35463727,0.32673818,0.3079885,0.30323094,0.27442786,0.24040297,0.2537858,0.23418161,ang
861,0.72228336,0.5795774,0.5391177,0.5549785,0.55607367,0.6354966,0.44879454,0.36803466,0.4248519,0.4872285,0.4624755,0.653634,ang
862,0.48672095,0.47326368,0.4370289,0.2612769,0.2472588,0.4079089,0.35840908,0.24563442,0.24819961,0.3070608,0.35579726,0.41025728,ang
868,0.37556314,0.39609602,0.38918048,0.37376943,0.38876277,0.40659246,0.4229884,0.40034837,0.43487605,0.498177,0.40244976,0.3478987,ang
869,0.40245178,0.33547056,0.3592582,0.3608728,0.34991553,0.37870687,0.362398,0.3077766,0.32751006,0.43753743,0.46870863,0.44881728,ang
872,0.22647418,0.30756965,0.4241484,0.32809088,0.28339604,0.2860667,0.50630194,0.60704416,0.4068895,0.25645888,0.19210967,0.20368968,ang
873,0.47027344,0.550798,0.56242716,0.6582825,0.6313742,0.584406,0.58546025,0.42694125,0.3672979,0.43414804,0.4575441,0.37122375,ang
880,0.55271256,0.5149904,0.4647654,0.48405173,0.5400903,0.53969395,0.51555574,0.3560926,0.2726841,0.34698588,0.38865173,0.4491112,ang
881,0.46604776,0.39610755,0.41808492,0.45912492,0.45350552,0.43729526,0.50373435,0.4799317,0.4647409,0.4857474,0.4157159,0.43016186,ang
882,0.39544606,0.4075595,0.44869348,0.39331713,0.33240578,0.38376802,0.35232988,0.32453603,0.264039,0.2911606,0.31760228,0.37112582,ang
883,0.3481668,0.35994762,0.31472957,0.35844266,0.42219257,0.39658254,0.3799035,0.27614483,0.28512338,0.37434977,0.36334428,0.3357902,ang
912,0.29827875,0.3322037,0.3236299,0.27035898,0.37899306,0.3561553,0.31210408,0.25768232,0.1940731,0.17982247,0.19799867,0.35638505,ang
917,0.31820336,0.35829288,0.3428615,0.39650223,0.42967167,0.39950436,0.3742919,0.40120372,0.29316524,0.21055746,0.27675325,0.3431506,ang
922,0.4130955,0.3076543,0.27640533,0.30931994,0.30484608,0.29028678,0.40057576,0.45523703,0.342285,0.2748363,0.25498617,0.30126143,ang
923,0.49547207,0.4811093,0.42075917,0.38424414,0.33379564,0.32156047,0.28675961,0.2849019,0.32685474,0.3057553,0.3521804,0.4168916,ang
924,0.32435766,0.28260738,0.2262626,0.21578115,0.25639838,0.3358941,0.36405778,0.3846613,0.31660402,0.2819637,0.31001183,0.34431195,ang
935,0.46586043,0.44430256,0.5178298,0.63824487,0.5726423,0.56936365,0.52091545,0.42966995,0.4057003,0.38183585,0.32056126,0.42207575,sad
936,0.56110114,0.5792484,0.5074552,0.56523526,0.594019,0.6331572,0.6457476,0.43432602,0.39099324,0.5005214,0.42529705,0.43883535,sad
939,0.5903645,0.5942856,0.63478875,0.6482497,0.6364739,0.568049,0.5856485,0.53022224,0.5005481,0.52511585,0.45681095,0.41250777,sad
941,0.58369833,0.61332625,0.614836,0.6716567,0.7274532,0.6428692,0.65452886,0.5389577,0.4395882,0.49377164,0.4614188,0.43375987,sad
943,0.4485754,0.47296202,0.45240417,0.49167866,0.5059318,0.497656,0.57227373,0.43124402,0.4459675,0.52018714,0.4309087,0.37674204,sad
945,0.5729459,0.5922267,0.60699165,0.670944,0.69912934,0.7511462,0.5625683,0.37314722,0.37300435,0.43437263,0.37439644,0.5267602,sad
949,0.8088627,0.60923076,0.56084734,0.5707886,0.53071916,0.51171595,0.5109046,0.4667275,0.49699646,0.6160079,0.65165025,0.74223363,sad
950,0.7459146,0.5552999,0.5282089,0.57447374,0.5258942,0.48290637,0.43864805,0.40374395,0.4129534,0.5594804,0.63565123,0.68756634,sad
951,0.62530804,0.49044132,0.4828794,0.4699871,0.39988545,0.39500022,0.37932253,0.3188611,0.40519872,0.6537268,0.76622826,0.65365106,sad
955,0.5032452,0.40145513,0.40822122,0.39039952,0.349459,0.3753112,0.35945308,0.3490607,0.4159254,0.5790182,0.6601402,0.6440569,sad
957,0.7880992,0.58773786,0.49467745,0.49507523,0.42989913,0.3852693,0.43812677,0.49190706,0.46360397,0.4575444,0.55548376,0.70292115,sad
958,0.73600525,0.45541358,0.5186706,0.5031013,0.45280516,0.4525647,0.39013773,0.36419427,0.43629152,0.59651524,0.7048771,0.7565123,sad
959,0.72366047,0.50677305,0.45044333,0.52578723,0.48820564,0.4344672,0.39143577,0.35049728,0.42298338,0.53764623,0.61816716,0.6787954,sad
960,0.85153586,0.5598994,0.44073159,0.47965598,0.44788086,0.4562589,0.37804696,0.29741263,0.32474652,0.47188172,0.5833723,0.73199016,sad
961,0.75690806,0.5714121,0.49494815,0.58843297,0.596915,0.49527785,0.4892032,0.4140543,0.45772576,0.56644386,0.6225709,0.6823898,sad
962,0.78442127,0.53652215,0.47355333,0.53424627,0.49246433,0.42998293,0.43506402,0.38646856,0.460557,0.5904338,0.6556261,0.72240907,sad
963,0.80812645,0.5364657,0.48880243,0.5483102,0.484159,0.43747833,0.43385738,0.33431283,0.36810577,0.5244875,0.6849671,0.8285618,sad
964,0.7473928,0.5279713,0.576077,0.4795752,0.4040919,0.36108616,0.3453607,0.311993,0.38888392,0.5546695,0.6347261,0.69911915,sad
965,0.69679517,0.4912938,0.45704693,0.48486927,0.43026024,0.39190078,0.41776803,0.45561245,0.49808556,0.4939546,0.55595565,0.7020755,sad
966,0.8246345,0.5553057,0.44296855,0.52062213,0.5500118,0.41175506,0.42573455,0.34358272,0.3689882,0.5329533,0.6334926,0.68533474,sad
967,0.78368837,0.49774384,0.44521317,0.46065125,0.4444333,0.403327,0.3819517,0.32305685,0.3277425,0.43532115,0.6111166,0.76890165,sad
968,0.54495203,0.384426,0.44934335,0.5150197,0.51923436,0.6013937,0.42591527,0.37722796,0.47629726,0.5874363,0.6871861,0.79883033,sad
969,0.764674,0.5067362,0.47432092,0.5373196,0.45667228,0.3788604,0.4109428,0.36705494,0.40038833,0.5001908,0.6267989,0.77875,sad
970,0.6306376,0.4353677,0.34404406,0.34184667,0.36019528,0.35464016,0.34707737,0.2837149,0.43164542,0.6612068,0.6441412,0.6352558,sad
971,0.57353485,0.48354867,0.39877564,0.34108067,0.29269692,0.31040862,0.31232536,0.31051955,0.41428867,0.5121785,0.5066538,0.5664406,sad
973,0.74098957,0.5854512,0.52442133,0.56318,0.56515205,0.46040952,0.41868642,0.35368428,0.36662343,0.4527498,0.52395624,0.65788054,sad
976,0.4735715,0.49598217,0.51714224,0.5550567,0.5679238,0.49975777,0.51174074,0.44661337,0.3951852,0.45723403,0.47536787,0.5146958,exc
977,0.4573107,0.4613667,0.38506785,0.40370882,0.48391637,0.54674417,0.47959268,0.36303014,0.4282268,0.46806875,0.37297595,0.3212344,exc
978,0.30125552,0.30207416,0.3179669,0.35524362,0.4504167,0.5422306,0.49359033,0.28930035,0.23404081,0.26523563,0.22444029,0.28448442,exc
979,0.32292974,0.3394569,0.31454226,0.34719515,0.3907942,0.34397107,0.32454896,0.28436118,0.2568022,0.26700604,0.28358313,0.30292636,exc
980,0.24292354,0.19031939,0.21593708,0.23746988,0.29739907,0.37447423,0.41866815,0.3778979,0.37753758,0.23929167,0.24766047,0.2656724,exc
981,0.30430394,0.31674308,0.2838552,0.29859746,0.31977713,0.26472828,0.33480904,0.37133303,0.3502751,0.326601,0.30106145,0.2909287,exc
982,0.42050803,0.38671243,0.35587293,0.3550259,0.41081035,0.3978674,0.3644475,0.2710218,0.25647166,0.27156308,0.28669825,0.38462302,exc
983,0.4198611,0.36801943,0.3426973,0.37366143,0.3718796,0.33469987,0.3043306,0.27802062,0.27208886,0.23115306,0.24177074,0.3589753,exc
984,0.3036287,0.28623232,0.28599972,0.3068484,0.32523435,0.32166526,0.3445211,0.31007403,0.31505603,0.37272263,0.35812807,0.34788284,exc
985,0.34467468,0.3156055,0.30058163,0.29033467,0.30364156,0.35538787,0.38927805,0.3417342,0.34115294,0.34651542,0.35901812,0.3895621,exc
986,0.32823467,0.30161303,0.28407922,0.2924714,0.35498413,0.3645243,0.30978018,0.27611873,0.29650128,0.3055054,0.28218558,0.31537142,exc
987,0.5114848,0.5464719,0.48130718,0.5333397,0.526005,0.43048635,0.41388026,0.3823347,0.36375475,0.338061,0.285174,0.36058807,exc
988,0.27459875,0.2916792,0.29132023,0.33059976,0.33876374,0.43098417,0.28748882,0.2068425,0.30310518,0.3360517,0.28038213,0.3094313,exc
989,0.28048852,0.3045154,0.33198208,0.31259546,0.3733028,0.3787792,0.30419773,0.26974314,0.28637746,0.29314098,0.31381997,0.30483404,exc
990,0.33110934,0.3397108,0.31642696,0.28385323,0.3290799,0.3661402,0.32417825,0.30661893,0.35866532,0.42647937,0.4290918,0.39126706,exc
993,0.32123533,0.35899785,0.35881954,0.411341,0.39243835,0.41316834,0.3959282,0.29773855,0.3030892,0.34503272,0.3589778,0.3443028,exc
994,0.3425253,0.3926092,0.39005247,0.48170015,0.73495144,0.6364718,0.37384343,0.26133704,0.304677,0.2746284,0.3401169,0.4003973,exc
996,0.26607165,0.2187481,0.26771334,0.3225686,0.35957244,0.3217737,0.34776667,0.36573562,0.494727,0.4404902,0.335309,0.30807665,exc
997,0.33255535,0.36681,0.351205,0.35475016,0.39747825,0.4282164,0.36630914,0.30101213,0.30775595,0.27748364,0.30681658,0.3052873,exc
998,0.40974334,0.35380656,0.36704996,0.39392358,0.51733464,0.47776628,0.39206848,0.3526945,0.3618204,0.38262308,0.4193884,0.45376283,exc
999,0.35376984,0.36390737,0.3869427,0.38488314,0.43600598,0.41151965,0.37872994,0.31369984,0.27892655,0.3126953,0.36525795,0.3376872,exc
1000,0.3747046,0.29963177,0.37332508,0.46298918,0.50309515,0.4650014,0.4682426,0.43775123,0.470951,0.47475773,0.4222843,0.45674282,exc
1001,0.5275421,0.3866014,0.37485865,0.42073494,0.37947848,0.37834498,0.43675816,0.5149899,0.59949976,0.6193107,0.5628602,0.53014296,exc
1002,0.54216206,0.45574555,0.4331925,0.4369524,0.4391903,0.4310228,0.45568863,0.50131774,0.49235094,0.47276405,0.48690796,0.5140463,exc
1005,0.3992901,0.39825895,0.33359113,0.34779173,0.32472625,0.31263858,0.29489774,0.29410672,0.3116531,0.35765898,0.38768205,0.39861995,exc
1006,0.29458544,0.31126645,0.3161227,0.3839442,0.3366249,0.23427658,0.22714059,0.23748676,0.2449627,0.26986432,0.3279401,0.34315944,exc
1008,0.33812127,0.3596898,0.3465228,0.29549342,0.27231964,0.27186617,0.32588273,0.3378368,0.31355175,0.26107785,0.27791047,0.28884026,exc
1009,0.3463188,0.33977705,0.3212361,0.32355824,0.2830411,0.29397455,0.29625028,0.3018864,0.27927834,0.27912062,0.32494766,0.38928407,exc
1011,0.26815704,0.22319761,0.25297803,0.19141118,0.1621047,0.19297768,0.24179217,0.34546185,0.382248,0.44337177,0.34094393,0.36270553,exc
1012,0.27330005,0.2133896,0.2302192,0.28673312,0.3270082,0.35969988,0.49624962,0.51752424,0.34541073,0.25351337,0.32565087,0.35602862,exc
1013,0.34639037,0.23326759,0.23624618,0.31597093,0.31526405,0.27807388,0.24434184,0.313763,0.52944195,0.53357375,0.42911017,0.44696197,exc
1014,0.34423596,0.22327979,0.26934302,0.33108303,0.42448798,0.3610648,0.2834585,0.30335307,0.36311606,0.27151877,0.28456354,0.29613727,exc
1016,0.56687576,0.4450325,0.42428318,0.43000957,0.44912356,0.4348371,0.43233302,0.4097615,0.43266803,0.5223221,0.6106322,0.6438283,exc
1017,0.28976873,0.24526227,0.32946458,0.2552123,0.22372995,0.2392218,0.2603269,0.31155893,0.3203484,0.30339018,0.2878009,0.32849184,exc
1018,0.32078886,0.3209169,0.29447153,0.34034806,0.3649954,0.41025478,0.34112206,0.29619086,0.30562326,0.3307411,0.36196044,0.3588019,exc
1020,0.45057973,0.3813643,0.37380716,0.43214875,0.4736969,0.49312466,0.4820495,0.4661515,0.5049982,0.5150852,0.4819017,0.50079197,exc
1021,0.30510283,0.341202,0.33152336,0.30905345,0.2981563,0.3830797,0.3709866,0.31766996,0.2887403,0.3140378,0.34135023,0.3738459,exc
1023,0.36321545,0.3421006,0.3216905,0.33675966,0.3245463,0.34011236,0.29294127,0.28629163,0.3466446,0.380532,0.39785874,0.33753538,exc
1024,0.4193281,0.37532905,0.31313506,0.30886576,0.33239204,0.33971605,0.33584416,0.30855322,0.34149,0.38480127,0.4571523,0.46098062,exc
1025,0.3881015,0.22648339,0.32139325,0.3230475,0.3487132,0.4283721,0.37622485,0.37204644,0.3193461,0.3188829,0.3429034,0.35546112,exc
1067,0.65066946,0.6034666,0.68098116,0.67528975,0.5221153,0.43499976,0.42367807,0.43447015,0.576731,0.704461,0.68057984,0.7798556,ang
1071,0.4644557,0.45045453,0.41758496,0.43956044,0.35159403,0.3205801,0.32497725,0.346332,0.40941322,0.4478328,0.4487365,0.470971,ang
1076,0.42395684,0.36710712,0.4401423,0.52567005,0.42899606,0.37956136,0.35927412,0.38332653,0.4052309,0.43482587,0.3672994,0.3833069,ang
1121,0.3563617,0.346804,0.31555113,0.44925964,0.3900428,0.39224634,0.38542664,0.33076966,0.27233577,0.23610635,0.2885188,0.36956346,ang
1122,0.3157948,0.26290303,0.29275206,0.35811126,0.38411856,0.4504917,0.3755503,0.3159568,0.34633568,0.3320421,0.28851634,0.3585211,ang
1123,0.44178247,0.3903824,0.41513324,0.47004157,0.43195257,0.39866653,0.3666072,0.29736918,0.33870065,0.35763952,0.36366552,0.49818102,ang
1124,0.3881809,0.33160892,0.35676938,0.43260476,0.3471217,0.3427385,0.2725957,0.2663995,0.3535298,0.34920934,0.3907274,0.5043713,ang
1125,0.671249,0.51267296,0.48148534,0.49105996,0.4557879,0.43676472,0.46905085,0.385967,0.43889973,0.55918837,0.5999043,0.7149961,ang
1137,0.47881013,0.37200457,0.38191277,0.5054927,0.49238092,0.44392368,0.38427365,0.3414224,0.38123208,0.42419395,0.41921934,0.44103128,ang
1138,0.28829348,0.29588094,0.28301105,0.2777784,0.31971976,0.37169814,0.418804,0.407135,0.44422308,0.43096665,0.3503468,0.3241467,ang
1139,0.37498805,0.33247855,0.3813897,0.4108845,0.3734438,0.44564167,0.3996253,0.392554,0.35619268,0.35141706,0.3178612,0.3647565,ang
1140,0.3427539,0.29609227,0.36998397,0.45741338,0.45057267,0.41917953,0.3859108,0.4173889,0.46058682,0.43835953,0.38327473,0.4117035,ang
1141,0.26596674,0.24044977,0.27415347,0.35115835,0.3269396,0.32816857,0.3399964,0.32392362,0.34685618,0.38083732,0.32988414,0.35435867,ang
1142,0.29891935,0.2665213,0.28328207,0.3363435,0.33498177,0.3859132,0.40406018,0.36749652,0.41038927,0.3896912,0.3657824,0.33620444,ang
1143,0.2913564,0.20593765,0.22457454,0.28933907,0.30940178,0.37005582,0.3946252,0.36511353,0.35033843,0.40121427,0.41323414,0.37798128,ang
1144,0.43226647,0.39731506,0.39552477,0.3687006,0.39249,0.43477738,0.41455507,0.449712,0.4561109,0.40639743,0.3465686,0.36826202,ang
1145,0.44005254,0.37851354,0.48284286,0.4717947,0.3967246,0.44050938,0.41058543,0.3670406,0.4869463,0.51972324,0.43183988,0.45688942,ang
1148,0.6022135,0.5554125,0.5533985,0.55230874,0.49860197,0.52176946,0.5306543,0.4418854,0.5363169,0.6614703,0.66869175,0.6430748,ang
1152,0.58507097,0.5431465,0.4953185,0.5690809,0.5395362,0.51394594,0.5045485,0.49336678,0.50326824,0.60707617,0.49534678,0.4621541,sad
1153,0.4401311,0.4404459,0.42463756,0.47851533,0.44564068,0.4588051,0.5675035,0.52966183,0.40828264,0.427491,0.39669773,0.38339308,sad
1154,0.4239986,0.4367184,0.45610562,0.47535503,0.40136963,0.40756822,0.43470442,0.4959631,0.65121126,0.6171657,0.31589827,0.3452372,sad
1155,0.62347287,0.557876,0.5632233,0.6431125,0.5074046,0.46394485,0.39623618,0.4089358,0.5279361,0.67864174,0.54188204,0.58420295,sad
1178,0.64580315,0.5684386,0.5379302,0.5572697,0.46182206,0.5523565,0.48134577,0.43661502,0.4888658,0.774928,0.67468226,0.65597683,sad
1179,0.6526128,0.5644777,0.532841,0.571649,0.5184892,0.49651518,0.49646395,0.52764285,0.5712322,0.6563286,0.7024086,0.5754734,sad
1180,0.6862318,0.54789305,0.54866433,0.58609027,0.53681993,0.5480334,0.47523803,0.4620149,0.50451964,0.75943035,0.6949943,0.6784105,sad
1181,0.7434394,0.64546615,0.6039009,0.6633155,0.563364,0.5932853,0.5972082,0.55378383,0.52558917,0.65573734,0.6662526,0.63246787,sad
1182,0.5838168,0.5256379,0.48440242,0.54877144,0.45687795,0.42058122,0.4364944,0.5202921,0.6356258,0.6970893,0.61914605,0.5195321,sad
1183,0.54066586,0.4328146,0.41517994,0.4563315,0.43056393,0.41033265,0.3497376,0.38946438,0.50978047,0.6189177,0.5842129,0.53982425,sad
1184,0.6046202,0.5674376,0.5249385,0.55411917,0.52431357,0.5419541,0.47907412,0.46019247,0.51206064,0.64667994,0.6314415,0.5374507,sad
1185,0.48020253,0.44912645,0.34505206,0.37400272,0.38944954,0.31890035,0.39072227,0.45860207,0.6046895,0.7749265,0.5582527,0.43977046,sad
1186,0.6937653,0.5776544,0.54430467,0.61568564,0.5349698,0.43568227,0.4409334,0.45982438,0.5210686,0.6697984,0.6414229,0.5850235,sad
1187,0.6659706,0.57878983,0.61469555,0.6364767,0.59711,0.5597604,0.5017313,0.50514835,0.5874462,0.7805042,0.6781163,0.78828156,sad
1188,0.71538156,0.5962841,0.6032878,0.62616193,0.59072685,0.580629,0.46663228,0.4444748,0.4825707,0.7265342,0.67614627,0.7261529,sad
1189,0.56901586,0.47061056,0.4229628,0.4869472,0.4394175,0.36676064,0.39024737,0.43505117,0.50135237,0.558574,0.59856504,0.55351925,sad
1190,0.7699377,0.6086906,0.62511355,0.6027473,0.52563196,0.52172774,0.45943335,0.45505536,0.5041723,0.7875854,0.6994756,0.7386246,sad
1191,0.56293476,0.50822824,0.44364825,0.4783969,0.4506479,0.48315316,0.5576285,0.5089597,0.486181,0.4954424,0.5407668,0.5462127,sad
1192,0.64984643,0.582854,0.59683824,0.60600126,0.5264593,0.47815523,0.51263857,0.54999614,0.5115228,0.55495477,0.5523407,0.5667506,sad
1193,0.5327673,0.42578712,0.4540648,0.48738196,0.40314794,0.40547147,0.47173315,0.56811666,0.66361696,0.59636015,0.50874746,0.49849117,sad
1194,0.6375918,0.5801153,0.491851,0.57676893,0.57189626,0.47659692,0.47361103,0.4719178,0.57261294,0.67135423,0.6472405,0.5561914,sad
1195,0.45908576,0.43131182,0.42120028,0.44678965,0.4214051,0.41398507,0.47612464,0.5674151,0.58319736,0.55488145,0.5062591,0.44664067,sad
1196,0.4031867,0.3669549,0.34697655,0.4242655,0.42715576,0.3586619,0.32244584,0.390921,0.55285007,0.67932445,0.5688022,0.41433206,sad
1197,0.7057191,0.5618464,0.45305908,0.47685003,0.44450486,0.43924448,0.43732437,0.42379352,0.49754062,0.6862306,0.6740659,0.61917114,sad
1198,0.5612259,0.45162675,0.44174036,0.46303,0.4361386,0.5034133,0.5809681,0.44368887,0.38606918,0.48642254,0.54524547,0.5091795,sad
1199,0.693636,0.6506247,0.65887153,0.64115983,0.6022258,0.6078985,0.55078965,0.51538885,0.63897985,0.76579386,0.6770517,0.7485727,sad
1200,0.49257138,0.48045635,0.40522733,0.44912618,0.43338,0.38913944,0.40438023,0.48068205,0.58025014,0.63085914,0.5310785,0.39819917,sad
1201,0.58531153,0.5042846,0.4240023,0.52716,0.50588125,0.49096236,0.5054187,0.49730134,0.5810082,0.6955024,0.62501895,0.47814935,sad
1202,0.6204767,0.5432981,0.49664742,0.57045037,0.5440737,0.50240046,0.45428064,0.46807042,0.51523936,0.66645765,0.6696999,0.59674704,sad
1203,0.4517343,0.4347688,0.49351996,0.48020008,0.40160975,0.42764953,0.4242807,0.526651,0.59396833,0.7127903,0.541274,0.4241727,sad
1204,0.7558031,0.5933435,0.5396201,0.5737236,0.5408637,0.47706828,0.45688638,0.44262654,0.4701436,0.6708586,0.7199388,0.67077047,sad
